author_keywords,citation_count,eid,length_of_abstract,publication_year,refcount,sub_type,subject_areas
"Gender,Human capital,Intergenerational exchanges,Older persons' contribution,Southeast Asia",18,2-s2.0-85054636588,256,2019,33,ar,ARTS
"fetal anaemia,hereditary pyropoikilocytosis,hydrops fetalis,red blood cell membrane disorders,whole exome sequencing",12,2-s2.0-85053051054,0,2019,7,le,MEDI
"energy-conversion technology,heat or cold source,individual power source,innovative TEG-based charger,portable electronics,Thermoelectric generator (TEG)",1,2-s2.0-85052708700,105,2019,42,ar,BUSI
"angiographic treatment,embolisation,endoscopic treatment,peptic ulcer bleeding",39,2-s2.0-85048024714,267,2019,19,ar,MEDI
"diagnostic performance,EEG,elderly,risk factors,seizures",0,2-s2.0-85047433739,260,2019,21,ar,NEUR
"diagnostic performance,EEG,elderly,risk factors,seizures",0,2-s2.0-85047433739,260,2019,21,ar,MEDI
"Endogeneity,Grandparenting,Health,Instrumental variable,Older adults,Role strain theory,Thailand",15,2-s2.0-85047261018,252,2019,34,ar,SOCI
"Endogeneity,Grandparenting,Health,Instrumental variable,Older adults,Role strain theory,Thailand",15,2-s2.0-85047261018,252,2019,34,ar,ARTS
"Academics,Communication,Education,Integrated marketing communications,Thailand",3,2-s2.0-85044750894,205,2019,41,ar,SOCI
"aerosols,bacteria,fungi,mycobacterium,particulate matter",4,2-s2.0-85065826961,255,2019,25,ar,BIOC
"antitubercular agents,drug-induced liver disease,hepatitis,liver cirrhosis,risk factors,tuberculosis",2,2-s2.0-85065820124,236,2019,33,ar,BIOC
"Elderly,Quality of life,Reliability,Validity,Vietnam,WHOQOL-OLD",6,2-s2.0-85049213603,235,2019,42,ar,PSYC
"Elderly,Quality of life,Reliability,Validity,Vietnam,WHOQOL-OLD",6,2-s2.0-85049213603,235,2019,42,ar,ARTS
"Elderly,Quality of life,Reliability,Validity,Vietnam,WHOQOL-OLD",6,2-s2.0-85049213603,235,2019,42,ar,SOCI
"Carbon nanohorns,Hydrogenation,Methyl levulinate,Ni catalyst,γ-Valerolactone",14,2-s2.0-85045298409,169,2019,29,ar,CHEM
"Carbon nanohorns,Hydrogenation,Methyl levulinate,Ni catalyst,γ-Valerolactone",14,2-s2.0-85045298409,169,2019,29,ar,PHYS
"Carbon nanohorns,Hydrogenation,Methyl levulinate,Ni catalyst,γ-Valerolactone",14,2-s2.0-85045298409,169,2019,29,ar,MATE
"sex work,Thailand,unacceptable forms of work,working conditions",4,2-s2.0-85105802358,131,2019,26,ar,SOCI
"Antenatal care,Nigeria,Postnatal care,Pregnant women",7,2-s2.0-85064915668,241,2019,25,ar,MEDI
"Color transition,Dissociation,Polydiacetylene,Self-assembling,Sensor,Surface charge",29,2-s2.0-85059449589,109,2019,52,ar,CENG
"Convolutional neural networks,Electroencephalogram,Emotion,Music",17,2-s2.0-85065484513,168,2019,26,cp,COMP
"defined benefit,Heterogeneity,optimal asset allocation,pension,stochastic control",1,2-s2.0-85057785968,173,2019,9,ar,ECON
"Foundations,fundamental solution,layered medium,poroelasticity,seabed,soil–structure interaction,vibrations",17,2-s2.0-85044205295,103,2019,40,ar,EART
"Foundations,fundamental solution,layered medium,poroelasticity,seabed,soil–structure interaction,vibrations",17,2-s2.0-85044205295,103,2019,40,ar,ENGI
"Anionic drug,Deproteinized natural rubber,Electrical potential,Plasticizer,Transdermal drug delivery",5,2-s2.0-85062811305,208,2019,42,ar,PHAR
"DFT-NMR,Lichen,Norlichexanthone,Parmotrema,Xanthone",6,2-s2.0-85064874696,104,2019,52,ar,CHEM
"DFT-NMR,Lichen,Norlichexanthone,Parmotrema,Xanthone",6,2-s2.0-85064874696,104,2019,52,ar,BIOC
"DFT-NMR,Lichen,Norlichexanthone,Parmotrema,Xanthone",6,2-s2.0-85064874696,104,2019,52,ar,PHAR
"Balance assistance device,Control moment gyroscopes,Limit of stability,Sway fall",6,2-s2.0-85063203722,208,2019,21,ar,BIOC
"Balance assistance device,Control moment gyroscopes,Limit of stability,Sway fall",6,2-s2.0-85063203722,208,2019,21,ar,ENGI
"Balance assistance device,Control moment gyroscopes,Limit of stability,Sway fall",6,2-s2.0-85063203722,208,2019,21,ar,MEDI
"Attention,Dual-task,Emotion,Oddball,P3,Three-dimensional (3D),Two-dimensional (2D)",3,2-s2.0-85060091387,143,2019,25,ar,NEUR
"cationic polymer,fluorimetric assay,quantum dot,quenching,zinc oxide quantum dot",3,2-s2.0-85064521348,223,2019,60,ar,CHEM
"Bioreactor,Endogenous enzymatic hydrolysis,Oxyresveratrol,Phytostilbenoids,White mulberry cell culture",8,2-s2.0-85062817354,226,2019,58,ar,BIOC
"Bioreactor,Endogenous enzymatic hydrolysis,Oxyresveratrol,Phytostilbenoids,White mulberry cell culture",8,2-s2.0-85062817354,226,2019,58,ar,AGRI
"Biodiesel,Bioethanol,Municipal wastewater,Open raceway pond,Synechocystis PCC6803,Tungstated zirconia catalyst",34,2-s2.0-85062295617,235,2019,68,ar,ENER
"Chronic fatigue syndrome,Endotoxin tolerance,Inflammation,Mitochondria,Myalgic encephalomyelitis,Oxidative and nitrosative stress",38,2-s2.0-85061737002,178,2019,526,re,BIOC
"Chronic fatigue syndrome,Endotoxin tolerance,Inflammation,Mitochondria,Myalgic encephalomyelitis,Oxidative and nitrosative stress",38,2-s2.0-85061737002,178,2019,526,re,MEDI
"Chronic fatigue syndrome,Endotoxin tolerance,Inflammation,Mitochondria,Myalgic encephalomyelitis,Oxidative and nitrosative stress",38,2-s2.0-85061737002,178,2019,526,re,NEUR
"A1. magnetic fields,A1. Raman spectroscopy,A3. nano-stripes,B1. InSb/GaSb",5,2-s2.0-85061693748,102,2019,40,ar,PHYS
"A1. magnetic fields,A1. Raman spectroscopy,A3. nano-stripes,B1. InSb/GaSb",5,2-s2.0-85061693748,102,2019,40,ar,CHEM
"A1. magnetic fields,A1. Raman spectroscopy,A3. nano-stripes,B1. InSb/GaSb",5,2-s2.0-85061693748,102,2019,40,ar,MATE
"A3. Molecular beam epitaxy,A3. Self-assembled quantum dots,A3. Stacking,B1. GaSb/GaAs,B1. InAs/GaAs",4,2-s2.0-85061674884,116,2019,21,ar,PHYS
"A3. Molecular beam epitaxy,A3. Self-assembled quantum dots,A3. Stacking,B1. GaSb/GaAs,B1. InAs/GaAs",4,2-s2.0-85061674884,116,2019,21,ar,CHEM
"A3. Molecular beam epitaxy,A3. Self-assembled quantum dots,A3. Stacking,B1. GaSb/GaAs,B1. InAs/GaAs",4,2-s2.0-85061674884,116,2019,21,ar,MATE
"Ge substrate,InSb/GaAs,Molecular beam epitaxy,Quantum dots",2,2-s2.0-85061527393,133,2019,35,ar,PHYS
"Ge substrate,InSb/GaAs,Molecular beam epitaxy,Quantum dots",2,2-s2.0-85061527393,133,2019,35,ar,CHEM
"Ge substrate,InSb/GaAs,Molecular beam epitaxy,Quantum dots",2,2-s2.0-85061527393,133,2019,35,ar,MATE
"Anisotropic materials,BIEM,Crack-face displacement,Cracks,T-stress,Weakly singular",11,2-s2.0-85060939199,248,2019,66,ar,ENGI
"Anisotropic materials,BIEM,Crack-face displacement,Cracks,T-stress,Weakly singular",11,2-s2.0-85060939199,248,2019,66,ar,PHYS
"Anisotropic materials,BIEM,Crack-face displacement,Cracks,T-stress,Weakly singular",11,2-s2.0-85060939199,248,2019,66,ar,COMP
"Electrochemical sensor,Mesoporous,Tin oxide (SnO 2 ) cocatalyst,Titanium dioxide (TiO 2 ),Vitamin B6",33,2-s2.0-85060884100,209,2019,43,ar,MATE
"Electrochemical sensor,Mesoporous,Tin oxide (SnO 2 ) cocatalyst,Titanium dioxide (TiO 2 ),Vitamin B6",33,2-s2.0-85060884100,209,2019,43,ar,CENG
"B1 cells,Immune,Inflammation,Natural IgM,Oxidative stress,Psychiatry,Psychosis,Schizophrenia,TRYCATs",41,2-s2.0-85058454362,306,2019,69,ar,NEUR
"B1 cells,Immune,Inflammation,Natural IgM,Oxidative stress,Psychiatry,Psychosis,Schizophrenia,TRYCATs",41,2-s2.0-85058454362,306,2019,69,ar,PHAR
"Electronic properties,First-principles calculations,Shear strength,Strengthening,Tension strength",7,2-s2.0-85058384818,167,2019,69,ar,ENGI
"Electronic properties,First-principles calculations,Shear strength,Strengthening,Tension strength",7,2-s2.0-85058384818,167,2019,69,ar,MATE
"Autonomous vehicle,Fertilizer spreader,Obstacle avoidance,Path following,PIXHAWK,RTK GPS",3,2-s2.0-85069161268,123,2019,11,cp,COMP
"AMR,LoRaWAN,OMS",4,2-s2.0-85065022972,156,2019,10,cp,COMP
"AMR,LoRaWAN,OMS",4,2-s2.0-85065022972,156,2019,10,cp,PHYS
"Knee osteoarthritis,Periarticular multimodal drug injection,Preemptive analgesia,Simultaneous bilateral total knee arthroplasty,Total knee arthroplasty",8,2-s2.0-85064231257,270,2019,29,ar,MEDI
"risk perception,Thailand tourism,tourism",1,2-s2.0-85065078936,113,2019,18,cp,COMP
"Convolutional Neural Networks,Ensemble,Long Short-Term Memory,Stacked Autoencoder,Traffic Prediction",8,2-s2.0-85065075356,139,2019,21,cp,COMP
"CMS,Correlation,Flow,Heavy flavor,Heavy-ion physics,pPb",28,2-s2.0-85062430305,145,2019,66,ar,PHYS
"Higgs,WW",122,2-s2.0-85062147975,143,2019,68,ar,PHYS
"Chitosan/alginate nanoparticles,Curcumin,LED light,Photo-irradiation,Psoriasis",23,2-s2.0-85064588155,230,2019,29,ar,CHEM
"Chitosan/alginate nanoparticles,Curcumin,LED light,Photo-irradiation,Psoriasis",23,2-s2.0-85064588155,230,2019,29,ar,BIOC
"Chitosan/alginate nanoparticles,Curcumin,LED light,Photo-irradiation,Psoriasis",23,2-s2.0-85064588155,230,2019,29,ar,PHAR
"Antituberculosis activity,Mangosteen extracts,Medical face mask,Polypropylene filters",22,2-s2.0-85051428220,213,2019,49,ar,CHEM
"Antituberculosis activity,Mangosteen extracts,Medical face mask,Polypropylene filters",22,2-s2.0-85051428220,213,2019,49,ar,PHYS
"Antituberculosis activity,Mangosteen extracts,Medical face mask,Polypropylene filters",22,2-s2.0-85051428220,213,2019,49,ar,MATE
"Forward osmosis,Modeling,Organic acid,Sensitivity analysis",5,2-s2.0-85059015674,152,2019,31,ar,CENG
"Forward osmosis,Modeling,Organic acid,Sensitivity analysis",5,2-s2.0-85059015674,152,2019,31,ar,COMP
"Dyslipidemia,HIV,Resource limited setting,Rilpivirine,Switching",2,2-s2.0-85064041029,284,2019,24,ar,BIOC
"Dyslipidemia,HIV,Resource limited setting,Rilpivirine,Switching",2,2-s2.0-85064041029,284,2019,24,ar,IMMU
"Dyslipidemia,HIV,Resource limited setting,Rilpivirine,Switching",2,2-s2.0-85064041029,284,2019,24,ar,MEDI
"Acetic acid,Ceria,Cobalt,Nickel,Steam reforming,Zirconia",22,2-s2.0-85062811282,220,2019,52,ar,ENER
"Acetic acid,Ceria,Cobalt,Nickel,Steam reforming,Zirconia",22,2-s2.0-85062811282,220,2019,52,ar,PHYS
"high pressure homogenization; characterization,nanostructured lipid carriers; amphotericin B,Solid lipid nanoparticles",41,2-s2.0-85060657199,229,2019,42,ar,PHAR
"high pressure homogenization; characterization,nanostructured lipid carriers; amphotericin B,Solid lipid nanoparticles",41,2-s2.0-85060657199,229,2019,42,ar,CHEM
"children,cypermethrin,dermal exposure,risk assessment",7,2-s2.0-85060336452,216,2019,21,ar,ENVI
"Cambodia,freshwater,Laos,museum collection,snails,Taxonomy,Thailand",0,2-s2.0-85052102693,147,2019,18,ar,AGRI
"Cambodia,freshwater,Laos,museum collection,snails,Taxonomy,Thailand",0,2-s2.0-85052102693,147,2019,18,ar,BIOC
"blood cholinesterase,dermal exposure,greengrocer,health symptom,pesticide residue",1,2-s2.0-85046645686,211,2019,32,ar,ENVI
"antioxidant,Dendrobium palpebrae,dendroflorin,Orchidaceae,phenanthrene dimer",13,2-s2.0-85040980646,93,2019,15,ar,CHEM
"antioxidant,Dendrobium palpebrae,dendroflorin,Orchidaceae,phenanthrene dimer",13,2-s2.0-85040980646,93,2019,15,ar,BIOC
"antioxidant,Dendrobium palpebrae,dendroflorin,Orchidaceae,phenanthrene dimer",13,2-s2.0-85040980646,93,2019,15,ar,PHAR
"antioxidant,Dendrobium palpebrae,dendroflorin,Orchidaceae,phenanthrene dimer",13,2-s2.0-85040980646,93,2019,15,ar,MEDI
"arterial occlusive diseases,outcome,percutaneous coronary intervention,randomized controlled trial",207,2-s2.0-85064220293,386,2019,27,ar,MEDI
"Depression,Patient selection,Patient-reported measures,Peritoneal dialysis,Quality of life,Surveys and questionnaires,Technique survival",19,2-s2.0-85063804234,333,2019,34,ar,MEDI
"Ficus consociata,flavanone diglycoside,flavonol glycoside,phaseic acid derivative",2,2-s2.0-85107884921,114,2019,12,ar,CHEM
"Hen egg,LDL-oxidation,Lipoprotein profiles,Quail egg,Small dense LDL",0,2-s2.0-85097850572,235,2019,40,ar,MEDI
"Decriminalisation,Drugs,Policy,Regulation,Thailand",1,2-s2.0-85097671804,123,2019,21,re,MEDI
"copper oxide nanorods,electrochemical sensor,metal oxide based sensor,organophosphate,pesticide detection",8,2-s2.0-85076695425,121,2019,11,cp,ENGI
"copper oxide nanorods,electrochemical sensor,metal oxide based sensor,organophosphate,pesticide detection",8,2-s2.0-85076695425,121,2019,11,cp,MATE
"copper oxide nanorods,electrochemical sensor,metal oxide based sensor,organophosphate,pesticide detection",8,2-s2.0-85076695425,121,2019,11,cp,PHYS
"Free chlorine,GFET,Graphene,I-V Characteristics",1,2-s2.0-85076670371,125,2019,12,cp,ENGI
"Free chlorine,GFET,Graphene,I-V Characteristics",1,2-s2.0-85076670371,125,2019,12,cp,MATE
"Free chlorine,GFET,Graphene,I-V Characteristics",1,2-s2.0-85076670371,125,2019,12,cp,PHYS
"Kidney transplantation,Malignancy,Meta-analysis,Post-transplant malignancy,Renal cell carcinoma,Systematic reviews,Transplantation",22,2-s2.0-85074242903,297,2019,89,ar,MEDI
"Immunocompromised Patients,Intestinal Parasites,Opportunistic Parasitic Infection",4,2-s2.0-85070238171,259,2019,31,ar,IMMU
"Immunocompromised Patients,Intestinal Parasites,Opportunistic Parasitic Infection",4,2-s2.0-85070238171,259,2019,31,ar,PHAR
"Immunocompromised Patients,Intestinal Parasites,Opportunistic Parasitic Infection",4,2-s2.0-85070238171,259,2019,31,ar,MEDI
"Anxiety,Cost of illness,Disease burden,Hospital nursing staff,Mental disorders,Nurses",0,2-s2.0-85069850901,290,2019,33,ar,NURS
"Anti-inflammatory activity,Chicken feather meal,Macrophage RAW 264.7,Nitric oxide,Polypeptide,Protein hydrolysate",11,2-s2.0-85069807751,187,2019,50,ar,BIOC
"Anti-inflammatory activity,Chicken feather meal,Macrophage RAW 264.7,Nitric oxide,Polypeptide,Protein hydrolysate",11,2-s2.0-85069807751,187,2019,50,ar,AGRI
"Anti-inflammatory activity,Chicken feather meal,Macrophage RAW 264.7,Nitric oxide,Polypeptide,Protein hydrolysate",11,2-s2.0-85069807751,187,2019,50,ar,CENG
"Anti-inflammatory activity,Chicken feather meal,Macrophage RAW 264.7,Nitric oxide,Polypeptide,Protein hydrolysate",11,2-s2.0-85069807751,187,2019,50,ar,ENGI
"apache spark,component,data stream processing,heterogeneous data,multi-stream,real-time",6,2-s2.0-85067988807,83,2019,8,cp,COMP
"Coping strategies,Methamphetamines,Path analysis,Psychotic symptoms,Schizophrenia,Self-efficacy",0,2-s2.0-85067117454,257,2019,36,ar,MULT
"Alternative functional equations,Quadratic functional equations",0,2-s2.0-85066781577,58,2019,5,ar,MATH
"cell culture-derived vaccine,H5N1 subunit vaccine,influenza,MF59 adjuvant,pandemic influenza,phase II",7,2-s2.0-85066395588,204,2019,28,ar,MEDI
"Agricultural area,Blood cholinesterase,Chlorpyrifos,Young children",4,2-s2.0-85066084611,278,2019,44,ar,MEDI
"Continuous passive motion,Knee replacement,Machine design,Physical therapy,Rehabilitation",3,2-s2.0-85066083374,246,2019,32,ar,MEDI
"Abortion pills,Medical abortion,Medical abortion introduction,Medical termination of pregnancy,Mifepristone,Misoprostol",3,2-s2.0-85066081928,298,2019,15,ar,MEDI
"Body mass index,Health belief model,Overweight",5,2-s2.0-85066072507,253,2019,36,ar,MEDI
"Cytokines,High cut-off dialyzer,Sustained low-efficiency diafiltration (SLED-f)",2,2-s2.0-85065957176,273,2019,26,ar,MEDI
"Children,Effective dose,Fluoroscopy,Radiation dose,Voiding cystourethrography",1,2-s2.0-85065924000,291,2019,17,ar,MEDI
"carbon dioxide,CO2 reduction,cyclam,electrocatalyst,porphyrin",1,2-s2.0-85065867572,205,2019,35,ar,CHEM
"indoor air,nosocomial transmission,real-time qPCR",13,2-s2.0-85065789606,198,2019,30,ar,MEDI
"biomarker,lupus nephritis,response prediction,TWEAK,urine protein",16,2-s2.0-85065745297,277,2019,23,ar,MEDI
"Heat treatment of TiO2,Photocatalytic 3-nitrostyrene hydrogenation,Recombination",8,2-s2.0-85065424126,131,2019,55,ar,CENG
"Heat treatment of TiO2,Photocatalytic 3-nitrostyrene hydrogenation,Recombination",8,2-s2.0-85065424126,131,2019,55,ar,CHEM
"Akt,Apoptosis,Mansonone G,Molecular dynamics simulation,Non-small cell lung cancer,STAT3",20,2-s2.0-85065339809,232,2019,92,ar,MEDI
"Akt,Apoptosis,Mansonone G,Molecular dynamics simulation,Non-small cell lung cancer,STAT3",20,2-s2.0-85065339809,232,2019,92,ar,BIOC
"Beyond Standard Model,Hadron-Hadron scattering (experiments)",21,2-s2.0-85065134466,174,2019,47,ar,PHYS
"Esophageal cancer squamous cell carcinoma,Neoadjuvant therapy,Prognosis",7,2-s2.0-85065074990,290,2019,24,ar,MEDI
"AIDS-defining conditions,HIV,macrolide prophylaxis,mortality,Mycobacterium avium complex",0,2-s2.0-85064989723,264,2019,23,ar,MEDI
"Inventory management,Inventory pooling,Monte Carlo Simulation,Optimization technique",0,2-s2.0-85064988095,196,2019,12,ar,COMP
"Inventory management,Inventory pooling,Monte Carlo Simulation,Optimization technique",0,2-s2.0-85064988095,196,2019,12,ar,DECI
"diabetes,endocrine system,musculoskeletal and joint disorders",2,2-s2.0-85064986184,129,2019,13,ar,MEDI
"early treated HIV children,global developmental impairment,Mullen Scales of Early Learning,neurodevelopmental outcome,PHEU children,PHIV children",6,2-s2.0-85064985698,388,2019,49,ar,MEDI
"anal incontinence,anorectal disorders,anorectal function,anorectal ultrasound,fecal incontinence",4,2-s2.0-85064967217,328,2019,41,ar,MEDI
"16S rRNA gene sequence,Bacillus,Lipase,Shrimp paste,Staphylococcus",3,2-s2.0-85064956808,215,2019,39,ar,MEDI
"16S rRNA gene sequence,Bacillus,Lipase,Shrimp paste,Staphylococcus",3,2-s2.0-85064956808,215,2019,39,ar,PHAR
"Hadron-Hadron scattering (experiments),Particle and resonance production",60,2-s2.0-85064902833,177,2019,66,ar,PHYS
"Apoptosis,Celecoxib,Cell cycle,Cepharanthine,Colorectal cancer",2,2-s2.0-85064899969,184,2019,41,ar,MEDI
"Apoptosis,Celecoxib,Cell cycle,Cepharanthine,Colorectal cancer",2,2-s2.0-85064899969,184,2019,41,ar,PHAR
"Facebook Pages,Global Trends,Trend Analysis,Words Diffusion",0,2-s2.0-85064699000,74,2019,9,cp,ENGI
"Facebook Pages,Global Trends,Trend Analysis,Words Diffusion",0,2-s2.0-85064699000,74,2019,9,cp,COMP
"Antenatal care visit and affordability,Availability,Maternal care,Obstetric care",2,2-s2.0-85064662957,252,2019,26,ar,MEDI
"Interest behavior,Page liked,Purchased history,Similar cluster,Similar cluster recommendation,Social network,Text classification",2,2-s2.0-85064619892,239,2019,9,cp,ENGI
"Interest behavior,Page liked,Purchased history,Similar cluster,Similar cluster recommendation,Social network,Text classification",2,2-s2.0-85064619892,239,2019,9,cp,COMP
"Centrality measure,Influence,Retweeting path",3,2-s2.0-85064605276,107,2019,13,cp,ENGI
"Centrality measure,Influence,Retweeting path",3,2-s2.0-85064605276,107,2019,13,cp,COMP
"Clustering,Correlation,Facebook,Prediction,Regression",0,2-s2.0-85064594475,83,2019,11,cp,ENGI
"Clustering,Correlation,Facebook,Prediction,Regression",0,2-s2.0-85064594475,83,2019,11,cp,COMP
"Beyond Standard Model,Hadron-Hadron scattering (experiments),Higgs physics",27,2-s2.0-85064570085,137,2019,72,ar,PHYS
"ageing,biodegradable,essential work of fracture,films,Poly(butyrate adipate terephthalate)",0,2-s2.0-85064522654,122,2019,19,ar,PHYS
"ageing,biodegradable,essential work of fracture,films,Poly(butyrate adipate terephthalate)",0,2-s2.0-85064522654,122,2019,19,ar,CHEM
"ageing,biodegradable,essential work of fracture,films,Poly(butyrate adipate terephthalate)",0,2-s2.0-85064522654,122,2019,19,ar,MATE
"endosonography,ERCP,EUS,hilar cholangiocarcinoma,perihilar cholangiocarcinoma",28,2-s2.0-85064489933,275,2019,15,re,MEDI
